+,n2,f0,k0,h0,p1,tesztalany11
+,n0,f4,k5,h1,p8,tesztalany11
-,n1,f7,k4,h0,p2,tesztalany11
+,n5,f0,k0,h3,p9,tesztalany11
+,n6,f8,k4,h0,p4,tesztalany11
+,n9,f1,k0,h2,p6,tesztalany11
+,n2,f8,k9,h2,p5,tesztalany11
+,n3,f5,k6,h9,p5,tesztalany11
-,n4,f5,k0,h0,p3,tesztalany11
-,n9,f0,k0,h5,p2,tesztalany11
+,n3,f1,k3,h5,p6,tesztalany11
+,n1,f9,k0,h1,p2,tesztalany11
-,n3,f4,k7,h5,p6,tesztalany11
+,n9,f3,k0,h7,p7,tesztalany11
-,n0,f1,k5,h6,p3,tesztalany11
-,n7,f6,k1,h5,p7,tesztalany11
+,n7,f8,k4,h1,p9,tesztalany11
+,n2,f9,k9,h6,p9,tesztalany11
+,n7,f5,k0,h0,p7,tesztalany11
+,n0,f9,k2,h7,p3,tesztalany11
+,n6,f1,k0,h4,p7,tesztalany11
+,n6,f3,k8,h2,p0,tesztalany11
